Unnamed: 0,rating,review,clean_review
453,5,Took 1 hour instead of 37 mins approx delivery time quoted at the time of order. ,took hour instead mins approx delivery time quoted time order
454,4,yume test,yume test
455,4,Provided item both are luze packaging and both are not hot. kindly using tin packing in future for item hot purpose many restaurants using packaging tin.,provided item luze packaging hot kindly using tin packing future item hot purpose many restaurants using packaging tin
456,1,very testy ,testy
457,4,zero spicy bola tha<br/>fir bhi spicy noodles bhej diya<br/><br/>,zero spicy bola thabrfir bhi spicy noodles bhej diyabrbr
458,5,very bad experience..,bad experience
459,5,bekar bilkul khana no test bilkul,bekar bilkul khana test bilkul
460,3,very good,good
461,5,solt over use ,solt use
462,1,i am order biriyani and recived pulav,order biriyani recived pulav
463,5,i always add cutlary in my order and i never got cutlary in my order. And when call up yo the owner he said he is out of station what a horrible response to the customer.,always add cutlary order never got cutlary order call yo owner said station horrible response customer
464,4,super,super
465,1,very bed experience ,bed experience
466,5,please value of our money ,please value money
467,3,bakvas khana tha😡,bakvas khana tha
468,5,no good ,good
469,1,very fast delivery ,fast delivery
470,1,lo koleti ka food making ,lo koleti ka food making
471,5,very nice ,nice
472,5,Too spicy and tasteless,spicy tasteless
473,5,nice thali but one vegetable bad test ,nice thali one vegetable bad test
474,1,food is good only the thing is some times buttermilk polythene has leakage,food good thing times buttermilk polythene leakage
475,1,aise bhejna tha to menyu me kyun dusra dikhate ho,aise bhejna tha menyu kyun dusra dikhate ho
476,1,Never eat stale food to call it useless... the whole test is useless...Never ate stale food to call it useless... the whole test is useless... in my life I have never eaten more useless food than this.....,never eat stale food call useless whole test uselessnever ate stale food call useless whole test useless life never eaten useless food
477,3,good,good
478,3,bekar,bekar
479,5,More spicy. Taste is not good.Waste of money.Not recommended to anyone.,spicy taste goodwaste moneynot recommended anyone
480,1,very bad missing 2 items ,bad missing items
481,1,I had to be admitted to the hospital because I had a bad stomach,admitted hospital bad stomach
482,5,not gullab jamun and no test,gullab jamun test
483,2,"No one should eat such dirty vegetables even for free, was given full water, and then wasted money.  Didn't expect this from Zomato, had to throw away all the food",one eat dirty vegetables even free given full water wasted money didnt expect zomato throw away food
484,1,Pathetic service first late order received and secand ko salt in any paratha,pathetic service first late order received secand ko salt paratha
485,1,Thank You ☺️,thank
486,5,good ,good
487,1,kitna ganda khana dety ho mahek rha tha ,kitna ganda khana dety ho mahek rha tha
488,5,as mentioned in instruction also again sent dal in foil bag in small quantity as complaint in last order and neither got pickle and onion in pannier combo.<br/><br/>,mentioned instruction also sent dal foil bag small quantity complaint last order neither got pickle onion pannier combobrbr
489,5,ekdam ghatia taste.,ekdam ghatia taste
490,5,Cooking instructions were accepted but not considered.,cooking instructions accepted considered
491,1,never order aging 😒  full waste money 💰 ,never order aging full waste money
492,1,Fantastic,fantastic
493,4,quality very poor. ,quality poor
494,1,Worst dal makhani i have ever had.<br/>It looks like sabji.,worst dal makhani ever hadbrit looks like sabji
495,3,nice ,nice
496,1,sari sabji basi thi rice half Bowl bhi nhi tha roti bhi jali thi. test bhi bekar tha. fully unsatisfied with this hotel no test or very high rate,sari sabji basi thi rice half bowl bhi nhi tha roti bhi jali thi test bhi bekar tha fully unsatisfied hotel test high rate
497,1,worst food,worst food
498,1,qwantity very less <br/>packing like street food biryani,qwantity less brpacking like street food biryani
499,1,good ,good
500,1,very bad survey,bad survey
501,1,test is ok ok not best ,test ok ok best
502,2,not good.. worst,good worst
503,5,ghatiya thali hai<br/>roti bhi thanda hai<br/>sabzi bhi bakwas hai<br/>halka halka vas bhi kar raha hai<br/>0 star ke like bhi nhi hai,ghatiya thali haibrroti bhi thanda haibrsabzi bhi bad haibrhalka halka vas bhi kar raha haibr star ke like bhi nhi hai
504,5,"We order regularly from Sugar N Spice, have been customers for a long time. This was definitely not from Sugar N Spice. It was like the food from a road side place",order regularly sugar n spice customers long time definitely sugar n spice like food road side place
505,3,Packing was worst and taste was not good as we go for dining in the same restuarant.,packing worst taste good go dining restuarant
506,1,Very bad taste,bad taste
507,1,There is a no onion and pickel inside this parsal,onion pickel inside parsal
508,4,please serve good food,please serve good food
509,1,This was not from sugar n spice it was brought from somewhere else waste of our money because the taste was not of sugar n spice also no name on box nor any bill,sugar n spice brought somewhere else waste money taste sugar n spice also name box bill
510,1,No butter roti given<br/>Rice and  hakka noodles with give onion i call after given order so why with give onion,butter roti givenbrrice hakka noodles give onion call given order give onion
511,1,Fabulous test 👌👌👌,fabulous test
512,2,good,good
513,1,they add milk in icecream and sell as milkshake<br/><br/>rubbish,add milk icecream sell milkshakebrbrrubbish
514,3,tasty ,tasty
515,4,Ok okay,ok okay
516,5,Falooda with fried noodles 😡<br/>No tuk mariyal in it.,falooda fried noodles brno tuk mariyal
517,1,Good,good
518,2,it was good i liked the taste but chocolate chips i added the quantity was less,good liked taste chocolate chips added quantity less
519,5,it's yummy 😋,yummy
520,1,Parcel containers not good... please use disposal cups,parcel containers good please use disposal cups
521,5,good delivery boy 👍,good delivery boy
522,3,west my money ,west money
523,1,it is not Nutella,nutella
524,3,Sugar is more than required,sugar required
525,1,good,good
526,1,this is badam milk shake not good worry ,badam milk shake good worry
527,2,do not go with this restaurant. i ordered 2 items. and both are not fresh.,go restaurant ordered items fresh
528,5,food was nice and also delivery service was fast,food nice also delivery service fast
529,1,bhot bekar bhai plz jo bhi bismilla shmaj k manga rha ho wo nahi mangaye iska test bhot khrab h muje to sab fek dena pada 🤬🤬🤬🙏🙏🙏,bhot bekar bhai plz jo bhi bismilla shmaj k manga rha ho wo nahi mangaye iska test bhot khrab h muje sab fek dena pada
530,3,inset of thick shake milk shake is coming,inset thick shake milk shake coming
531,1,test is not more testy ,test testy
532,1,wery nice fast🚴三 delivered,wery nice fast delivered
533,4,good,good
534,5,very Good ,good
535,4,pura Pani ho gaya tha,pura pani ho gaya tha
536,3,good,good
537,1,regret,regret
538,3,roasted almond thickshake fully melted not at satisfied ...I want my money refund I throwed away in dustbin  or else giv us credit in my next order ...😡,roasted almond thickshake fully melted satisfied want money refund throwed away dustbin else giv us credit next order
539,5,awesome 😊👍,awesome
540,5,wow very fast delivery,wow fast delivery
541,1,Average ice cream can say prefer going with the big names and get quality products rather than selecting the new ones.,average ice cream say prefer going big names get quality products rather selecting new ones
542,1,"Anhhhhh was really good btw, little melted but can’t blame anybody there<br/>Hey it’s ice cream right 😅",anhhhhh really good btw little melted cant blame anybody therebrhey ice cream right
543,2,How careless !!!,careless
544,1,And that also very late,also late
545,1,Faluda name Faltu Faluda,faluda name faltu faluda
546,5,Maine Jo food Manga tha vah thick shake tha aur delivering Milne Tak vah mil se Kho Gaya,maine jo food manga tha vah thick shake tha aur delivering milne tak vah mil se kho gaya
547,3,excellent ,excellent
548,1,thank you,thank
549,3,Too much masala and the rice tasted weird,much masala rice tasted weird
550,5,good service ,good service
551,5,These people just dont want to read the cooking instructions… i clearly mentioned not to add beetroot but still they added lot of beetroot i had to throw away the food,people dont want read cooking instructions clearly mentioned add beetroot still added lot beetroot throw away food
552,5,Quality and quantity is best,quality quantity best
553,4,supar fst ,supar fst
554,1,"pathetic,  sry to say but very poor quality for the price , not acceptable.. ",pathetic sry say poor quality price acceptable
555,5,They didn’t put spoon how do someone eat without a spoon,didnt put spoon someone eat without spoon
556,1,Thank you for delivering 🙂🙂,thank delivering
557,5,no quality ,quality
558,4,Cooking instructions was not followed.,cooking instructions followed
559,5,test bekar hai ,test bekar hai
560,5,Food was fantastic,food fantastic
561,5,nyc taste,nyc taste
562,1,delicious food 😋,delicious food
563,2,jala hua chicken diya,jala hua chicken diya
564,3,I want to just add that the delivery was a little late than expected ,want add delivery little late expected
565,4,Why are you guys not making food as per instruction….,guys making food per instruction
566,4,Very oily,oily
567,1,The chicken leg was so bad and stale<br/>The taste was so dirty <br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>Dont give you customers like this<br/>,chicken leg bad stalebrthe taste dirty brbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrdont give customers like thisbr
568,3,bad experience ,bad experience
569,4,very yummy and tasty food,yummy tasty food
570,2,only agg added no chicken qty as per price ,agg added chicken qty per price
571,5,good person ,good person
572,5,very good ,good
573,2,"ORDER WAS NOT SENT PROPERLY, GREEN CHICKEN WAS ORDER IN BONELESS BUT THEY DELIVERED IN BONE, VERY CARELESS AND BAD, ALSO TOLD TO MAKE IN LESS OIL BUT THEY ALSO DON'T FOLLOW THE INSTRUCTIONS.",order sent properly green chicken order boneless delivered bone careless bad also told make less oil also dont follow instructions
